 t	 x	 y	 z	 w	 q
18.8000 0.9686 1.0000 1.0000 1.0000 1.0000
18.8400 0.9689 1.0000 1.0000 1.0000 1.0000
18.8800 0.9692 1.0000 1.0000 1.0000 1.0000
18.9200 0.9694 1.0000 1.0000 1.0000 1.0000
18.9600 0.9697 1.0000 1.0000 1.0000 1.0000
19.0000 0.9699 1.0000 1.0000 1.0000 1.0000
19.0400 0.9701 1.0000 1.0000 1.0000 1.0000
19.0800 0.9704 1.0000 1.0000 1.0000 1.0000
19.1200 0.9706 1.0000 1.0000 1.0000 1.0000
19.1600 0.9708 1.0000 1.0000 1.0000 1.0000
19.2000 0.9711 1.0000 1.0000 1.0000 1.0000
19.2400 0.9713 1.0000 1.0000 1.0000 1.0000
19.2800 0.9715 1.0000 1.0000 1.0000 1.0000
19.3200 0.9718 1.0000 1.0000 1.0000 1.0000
19.3600 0.9720 1.0000 1.0000 1.0000 1.0000
19.4000 0.9722 1.0000 1.0000 1.0000 1.0000
19.4400 0.9725 1.0000 1.0000 1.0000 1.0000
19.4800 0.9727 1.0000 1.0000 1.0000 1.0000
19.5200 0.9729 1.0000 1.0000 1.0000 1.0000
19.5600 0.9731 1.0000 1.0000 1.0000 1.0000
19.6000 0.9733 1.0000 1.0000 1.0000 1.0000
19.6400 0.9735 1.0000 1.0000 1.0000 1.0000
19.6800 0.9738 1.0000 1.0000 1.0000 1.0000
19.7200 0.9740 1.0000 1.0000 1.0000 1.0000
19.7600 0.9742 1.0000 1.0000 1.0000 1.0000
19.8000 0.9744 1.0000 1.0000 1.0000 1.0000
19.8400 0.9746 1.0000 1.0000 1.0000 1.0000
19.8800 0.9748 1.0000 1.0000 1.0000 1.0000
19.9200 0.9750 1.0000 1.0000 1.0000 1.0000
19.9600 0.9752 1.0000 1.0000 1.0000 1.0000
20.0000 0.9754 1.0000 1.0000 1.0000 1.0000
